ano,mes,hora,tipo_crime,bairro,latitude,longitude,qtd_ocorrencias
2022,11,7,Roubo,Pirituba,-23.470975,-46.740521,1
2024,9,6,Lesão Corporal,Guaianazes,-23.556304,-46.390235,3
2023,11,16,Roubo,Pinheiros,-23.572922,-46.683626,2
2024,4,18,Furto,Brás,-23.551804,-46.620094,1
2024,9,23,Homicídio,Itaim Bibi,-23.594293,-46.671758,3
2023,10,9,Roubo,Penha,-23.526865,-46.549086,2
2024,8,7,Homicídio,Penha,-23.519564,-46.548674,1
2023,2,12,Lesão Corporal,Sé,-23.548509,-46.635368,1
2024,9,13,Roubo de Veículo,Mooca,-23.559582,-46.588561,1
2023,8,11,Roubo,Capão Redondo,-23.654624,-46.767609,3
2023,9,13,Furto,Liberdade,-23.565299,-46.630809,1
2022,6,3,Furto,Cidade Tiradentes,-23.591355,-46.405699,1
2023,5,3,Furto,Lapa,-23.520107,-46.70092,1
2022,4,15,Lesão Corporal,Brooklin,-23.618274,-46.694326,3
2023,1,19,Lesão Corporal,Pirituba,-23.45525,-46.732527,1
2023,3,21,Furto de Veículo,Casa Verde,-23.505048,-46.657667,1
2022,9,17,Roubo,Itaquera,-23.52938,-46.441332,1
2022,5,18,Roubo de Veículo,Centro,-23.560598,-46.646251,1
2023,10,21,Roubo,Ipiranga,-23.599646,-46.618362,1
2023,7,17,Furto,Barra Funda,-23.516836,-46.665637,1
2023,12,14,Roubo,Santana,-23.492327,-46.631579,3
2022,10,9,Furto de Veículo,Pirituba,-23.461977,-46.733373,1
2024,7,0,Furto,Vila Guilherme,-23.506597,-46.624931,2
2022,2,11,Lesão Corporal,Lapa,-23.514233,-46.691052,1
2022,8,8,Furto de Veículo,Pirituba,-23.462812,-46.726529,1
2023,5,15,Furto de Veículo,Centro,-23.53714,-46.628482,1
2024,7,19,Roubo,Brooklin,-23.615221,-46.695081,3
2024,3,20,Roubo,Bela Vista,-23.557951,-46.649281,1
2023,2,16,Lesão Corporal,Itaim Bibi,-23.578333,-46.6858,1
2024,11,12,Roubo,Jardins,-23.567981,-46.641087,1
2023,5,22,Roubo,Sacomã,-23.596796,-46.594812,1
2022,10,8,Roubo,São Miguel,-23.502635,-46.439683,3
2022,8,16,Lesão Corporal,Brasilândia,-23.430986,-46.693181,1
2024,5,13,Lesão Corporal,Ipiranga,-23.578743,-46.616755,1
2023,12,7,Furto,São Miguel,-23.474231,-46.451437,1
2022,3,9,Furto,Sé,-23.563689,-46.646633,1
2023,6,20,Roubo de Veículo,Santo Amaro,-23.636732,-46.706725,2
2024,5,20,Furto de Veículo,Sacomã,-23.603062,-46.59627,3
2023,8,10,Roubo de Veículo,Santo Amaro,-23.651886,-46.71293,1
2024,11,1,Roubo,Campo Limpo,-23.617614,-46.757152,1
2023,10,2,Furto,Pinheiros,-23.570432,-46.682664,1
2022,7,20,Furto de Veículo,Penha,-23.513484,-46.543058,1
2022,1,18,Roubo,Lapa,-23.532209,-46.704606,1
2024,11,17,Furto,Sé,-23.560062,-46.639717,1
2022,10,17,Roubo,Vila Guilherme,-23.499034,-46.604355,1
2022,1,17,Furto,Jardins,-23.563957,-46.673469,1
2022,2,2,Tráfico de Entorpecentes,Brasilândia,-23.444313,-46.686251,1
2024,10,21,Furto,Vila Madalena,-23.551043,-46.700494,1
2023,10,21,Roubo,Brasilândia,-23.452387,-46.696317,3
2024,10,13,Roubo,Lapa,-23.527377,-46.696353,1
2024,8,0,Roubo,Sacomã,-23.59365,-46.568599,1
2022,2,11,Lesão Corporal,Vila Madalena,-23.549067,-46.687083,1
2022,6,6,Furto de Veículo,Centro,-23.544094,-46.641813,1
2023,12,20,Furto,Capão Redondo,-23.685039,-46.768919,1
2022,5,3,Furto,Santana,-23.490131,-46.62813,2
2022,11,19,Roubo de Veículo,Casa Verde,-23.510224,-46.669129,2
2023,9,17,Roubo,Pinheiros,-23.57145,-46.683931,2
2024,1,21,Furto de Veículo,Santo Amaro,-23.666023,-46.703823,1
2023,9,10,Furto,Itaim Bibi,-23.5915,-46.66387,1
2022,7,18,Roubo de Veículo,Guaianazes,-23.546339,-46.391664,1
2024,6,14,Tráfico de Entorpecentes,Santana,-23.49157,-46.625846,2
2023,6,14,Furto de Veículo,Capão Redondo,-23.670957,-46.75511,3
2022,9,12,Roubo,Brooklin,-23.620306,-46.698323,1
2023,9,12,Lesão Corporal,Sacomã,-23.598061,-46.594206,2
2023,2,12,Furto,Santana,-23.492332,-46.614277,3
2022,10,13,Furto,Penha,-23.537683,-46.54547,1
2023,12,9,Roubo de Veículo,Casa Verde,-23.497288,-46.662606,1
2024,2,22,Roubo,Sé,-23.550458,-46.643417,1
2023,1,11,Roubo,Sacomã,-23.587274,-46.595084,3
2024,2,17,Roubo,Brasilândia,-23.423532,-46.689506,3
2023,11,14,Furto,Brasilândia,-23.422547,-46.686801,1
2023,8,10,Furto,Brás,-23.556415,-46.626966,2
2023,11,17,Roubo,Sé,-23.544132,-46.647721,1
2024,6,23,Roubo,Pinheiros,-23.549607,-46.687872,2
2022,9,21,Lesão Corporal,Santo Amaro,-23.655799,-46.716252,1
2023,7,22,Homicídio,Guaianazes,-23.537521,-46.380743,1
2022,3,19,Furto,Pirituba,-23.469379,-46.751771,2
2024,1,3,Furto de Veículo,Sé,-23.551779,-46.638354,3
2023,6,17,Lesão Corporal,Sacomã,-23.586995,-46.591782,1
2023,5,20,Furto,Guaianazes,-23.549959,-46.389087,1
2023,2,14,Roubo de Veículo,Barra Funda,-23.531094,-46.668691,2
2023,1,5,Lesão Corporal,Brasilândia,-23.440278,-46.69225,1
2023,12,21,Furto de Veículo,Capão Redondo,-23.668113,-46.754951,1
2022,8,18,Furto,Brooklin,-23.624375,-46.684892,1
2022,9,11,Furto,São Miguel,-23.488445,-46.450235,3
2022,5,19,Roubo de Veículo,Sacomã,-23.598468,-46.5875,3
2024,4,16,Furto,Lapa,-23.532727,-46.706795,1
2023,7,19,Tráfico de Entorpecentes,Ipiranga,-23.58715,-46.607795,1
2023,2,5,Furto,Penha,-23.537475,-46.540824,1
2022,2,6,Lesão Corporal,Santo Amaro,-23.659849,-46.711458,1
2024,7,13,Roubo,Barra Funda,-23.532683,-46.668273,1
2022,12,18,Furto,Brás,-23.55162,-46.620371,1
2022,5,9,Roubo,Lapa,-23.528016,-46.694222,1
2024,2,16,Furto,Itaquera,-23.549086,-46.468166,1
2022,6,19,Roubo,Moema,-23.609081,-46.662537,2
2023,10,17,Furto,Itaquera,-23.550574,-46.458525,1
2024,4,0,Furto,Cidade Tiradentes,-23.579832,-46.382642,1
2023,11,18,Roubo,Liberdade,-23.539947,-46.625244,1
2023,12,4,Furto,Bela Vista,-23.565046,-46.659861,1
2022,5,11,Furto,Sé,-23.55753,-46.627794,1
2022,4,20,Roubo,Sé,-23.536906,-46.624048,1
2023,4,21,Furto,Sé,-23.546112,-46.638153,1
2022,2,22,Furto,Liberdade,-23.555542,-46.625095,2
2024,5,8,Furto,Ipiranga,-23.587681,-46.610178,1
2022,4,7,Roubo,Liberdade,-23.563784,-46.637913,2
2022,4,10,Furto,Lapa,-23.519921,-46.711161,1
2022,3,9,Roubo,Santana,-23.496339,-46.637341,1
2024,6,9,Roubo de Veículo,Itaquera,-23.537462,-46.440848,2
2023,11,16,Lesão Corporal,Itaim Bibi,-23.604115,-46.674129,1
2022,6,18,Roubo,Penha,-23.537866,-46.552442,3
2022,5,14,Furto de Veículo,Pirituba,-23.4811,-46.725697,2
2022,10,21,Furto de Veículo,Pirituba,-23.473111,-46.729608,1
2023,10,18,Furto,Mooca,-23.5767,-46.599726,1
2023,7,18,Tráfico de Entorpecentes,São Miguel,-23.48765,-46.463226,1
2023,3,19,Furto de Veículo,Vila Guilherme,-23.524488,-46.617648,2
2022,12,19,Furto,Santo Amaro,-23.640862,-46.718579,1
2022,11,14,Roubo,Brasilândia,-23.431819,-46.691968,1
2022,6,10,Roubo,Casa Verde,-23.4904,-46.663015,3
2024,10,0,Roubo,Barra Funda,-23.535988,-46.667829,2
2024,4,17,Roubo,Penha,-23.533509,-46.543602,2
2022,11,22,Furto,Ipiranga,-23.589255,-46.610118,1
2022,1,9,Furto de Veículo,Penha,-23.524695,-46.553454,1
2022,2,10,Furto de Veículo,Pinheiros,-23.561102,-46.679958,1
2022,7,19,Furto,Cidade Tiradentes,-23.58026,-46.395419,1
2022,10,19,Roubo,Mooca,-23.529946,-46.606897,2
2024,10,23,Lesão Corporal,Guaianazes,-23.542373,-46.379501,1
2022,10,5,Roubo,Penha,-23.52916,-46.549028,1
2022,4,12,Lesão Corporal,Casa Verde,-23.496174,-46.667191,1
2024,7,18,Furto,Capão Redondo,-23.684927,-46.780841,1
2024,1,13,Roubo,Barra Funda,-23.537788,-46.662242,2
2023,2,7,Furto,Vila Madalena,-23.558136,-46.680464,2
2024,5,19,Furto,Santo Amaro,-23.640538,-46.70094,1
2022,8,21,Homicídio,Ipiranga,-23.588022,-46.60154,1
2022,5,2,Furto,Capão Redondo,-23.665786,-46.778082,1
2023,8,17,Tráfico de Entorpecentes,Cidade Tiradentes,-23.59824,-46.378144,1
2023,10,17,Roubo,Pirituba,-23.466062,-46.735898,1
2022,1,7,Roubo,Consolação,-23.554661,-46.661474,1
2024,1,19,Roubo,Brasilândia,-23.422978,-46.709543,1
2022,5,15,Furto,Moema,-23.594556,-46.666365,2
2022,6,8,Homicídio,Vila Guilherme,-23.528807,-46.618525,1
2024,2,8,Roubo,Bela Vista,-23.567938,-46.648772,1
2022,8,5,Lesão Corporal,Brás,-23.548102,-46.610814,2
2022,3,10,Tráfico de Entorpecentes,Cidade Tiradentes,-23.587106,-46.384022,1
2024,2,10,Furto de Veículo,São Miguel,-23.481193,-46.428204,1
2023,12,3,Roubo,São Miguel,-23.501945,-46.441144,3
2023,5,20,Roubo,Pinheiros,-23.577324,-46.675923,1
2024,8,10,Furto,Brás,-23.563446,-46.625878,3
2022,4,17,Homicídio,Consolação,-23.565123,-46.649368,1
2023,4,11,Furto,Barra Funda,-23.514978,-46.66127,1
2024,5,20,Furto,Consolação,-23.549992,-46.660093,1
2022,1,6,Roubo de Veículo,Pirituba,-23.463727,-46.72357,1
2024,10,18,Roubo,Capão Redondo,-23.665268,-46.776409,1
2024,10,23,Furto de Veículo,Campo Limpo,-23.626889,-46.760524,1
2024,12,11,Homicídio,Pirituba,-23.465283,-46.733276,1
2024,5,21,Roubo,Casa Verde,-23.49826,-46.661723,2
2023,3,19,Furto,Liberdade,-23.561198,-46.634595,1
2024,1,4,Roubo,Penha,-23.527919,-46.525744,2
2023,9,17,Furto,Consolação,-23.557339,-46.643895,3
2022,1,0,Roubo,São Miguel,-23.491944,-46.429953,1
2022,8,6,Furto de Veículo,Cidade Tiradentes,-23.606108,-46.385154,1
2023,11,7,Furto,Guaianazes,-23.542375,-46.381771,1
2024,5,14,Furto,Campo Limpo,-23.629716,-46.746748,2
2022,1,10,Furto de Veículo,Campo Limpo,-23.640849,-46.747497,1
2023,2,18,Furto,Sacomã,-23.59823,-46.579161,3
2022,6,23,Roubo de Veículo,Vila Guilherme,-23.497606,-46.610093,3
2022,7,10,Furto de Veículo,Brasilândia,-23.428137,-46.685125,1
2024,8,15,Homicídio,Casa Verde,-23.508885,-46.65183,1
2022,10,10,Lesão Corporal,Brasilândia,-23.430908,-46.694665,2
2022,9,19,Roubo,Casa Verde,-23.502851,-46.655797,1
2023,12,21,Roubo de Veículo,Consolação,-23.557404,-46.649098,1
2024,4,0,Furto de Veículo,Centro,-23.539776,-46.631136,1
2022,11,23,Roubo de Veículo,Vila Guilherme,-23.50283,-46.614198,1
2024,10,18,Furto,Santo Amaro,-23.647637,-46.70702,2
2024,10,0,Roubo de Veículo,Lapa,-23.518853,-46.706926,2
2024,10,10,Roubo de Veículo,Campo Limpo,-23.616858,-46.760652,2
2023,10,23,Roubo de Veículo,Campo Limpo,-23.635851,-46.745686,1
2024,7,0,Roubo,Centro,-23.553037,-46.619822,1
2023,6,13,Furto,Centro,-23.552353,-46.628263,1
2023,11,16,Tráfico de Entorpecentes,Itaquera,-23.530883,-46.447496,1
2024,5,8,Furto de Veículo,Brasilândia,-23.426976,-46.692291,2
2023,5,14,Roubo,Moema,-23.595137,-46.658667,2
2024,5,18,Lesão Corporal,São Miguel,-23.484892,-46.430945,1
2022,5,3,Roubo,Sé,-23.550018,-46.627469,2
2023,10,5,Tráfico de Entorpecentes,Santana,-23.501365,-46.634191,1
2023,3,20,Tráfico de Entorpecentes,Santana,-23.503977,-46.607353,1
2022,4,8,Roubo,Penha,-23.524485,-46.537915,1
2022,2,11,Furto,Cidade Tiradentes,-23.599988,-46.396925,1
2022,10,13,Furto,Cidade Tiradentes,-23.602659,-46.391909,1
2023,5,22,Furto,Brasilândia,-23.436583,-46.697343,1
2022,2,11,Roubo,Cidade Tiradentes,-23.593633,-46.390435,1
2022,7,8,Roubo,Liberdade,-23.568051,-46.625942,1
2024,3,15,Lesão Corporal,Vila Guilherme,-23.507546,-46.611852,1
2023,2,18,Furto,Ipiranga,-23.589572,-46.60789,1
2023,10,14,Furto de Veículo,Santo Amaro,-23.654436,-46.714316,1
2023,7,5,Furto de Veículo,Centro,-23.551096,-46.640051,1
2023,2,15,Furto,São Miguel,-23.500089,-46.435089,1
2024,3,9,Furto de Veículo,Pirituba,-23.473679,-46.721986,1
2022,2,22,Furto,Ipiranga,-23.593178,-46.628796,1
2023,7,10,Furto,Guaianazes,-23.538452,-46.39498,2
2023,6,8,Furto,São Miguel,-23.504113,-46.43918,1
2023,7,18,Homicídio,Brasilândia,-23.42356,-46.70074,1
2022,3,0,Roubo de Veículo,Vila Guilherme,-23.519267,-46.622717,1
2022,7,18,Roubo,Campo Limpo,-23.628988,-46.766418,2
2023,8,17,Furto de Veículo,Itaim Bibi,-23.583649,-46.67201,1
2022,6,9,Furto de Veículo,Guaianazes,-23.558306,-46.380205,1
2022,7,20,Furto,Bela Vista,-23.551633,-46.638759,1
2022,2,10,Tráfico de Entorpecentes,Barra Funda,-23.535246,-46.665656,1
2023,6,19,Roubo de Veículo,Santana,-23.49808,-46.626738,1
2024,12,3,Lesão Corporal,Sacomã,-23.608356,-46.59488,1
2023,10,8,Lesão Corporal,Guaianazes,-23.556105,-46.396566,3
2024,4,19,Roubo,Ipiranga,-23.596026,-46.608362,1
2024,3,1,Lesão Corporal,Vila Guilherme,-23.492048,-46.602886,1
2022,12,13,Lesão Corporal,Barra Funda,-23.516894,-46.675655,1
2023,2,20,Lesão Corporal,Itaquera,-23.525111,-46.466227,1
2022,8,22,Tráfico de Entorpecentes,Pirituba,-23.471964,-46.727258,1
2023,5,15,Roubo,Penha,-23.519844,-46.545348,1
2023,12,12,Lesão Corporal,Santo Amaro,-23.647526,-46.704546,1
2024,3,23,Tráfico de Entorpecentes,Santana,-23.504905,-46.631934,1
2024,1,21,Furto,Penha,-23.512729,-46.548846,2
2022,12,11,Furto,Sacomã,-23.588042,-46.598867,1
2022,2,6,Lesão Corporal,Guaianazes,-23.545934,-46.396079,1
2022,4,10,Furto,Guaianazes,-23.545433,-46.397546,1
2024,12,0,Furto de Veículo,Campo Limpo,-23.622351,-46.770629,3
2023,2,20,Lesão Corporal,Pirituba,-23.470505,-46.742802,1
2024,3,4,Furto de Veículo,Consolação,-23.56022,-46.657623,1
2022,4,13,Furto,Consolação,-23.533089,-46.666605,2
2023,2,18,Roubo de Veículo,Sé,-23.54028,-46.629425,1
2024,4,18,Furto,Itaquera,-23.536155,-46.45522,2
2022,3,21,Furto,Cidade Tiradentes,-23.593993,-46.39888,2
2024,9,10,Lesão Corporal,Centro,-23.545592,-46.636797,3
2022,4,23,Lesão Corporal,Sé,-23.54436,-46.645575,1
2024,3,22,Tráfico de Entorpecentes,São Miguel,-23.494527,-46.450997,1
2022,7,0,Furto,Brooklin,-23.632132,-46.693898,1
2024,3,0,Roubo,Consolação,-23.560149,-46.663077,3
2022,3,9,Furto,Brasilândia,-23.43637,-46.682544,1
2024,1,3,Roubo,São Miguel,-23.47552,-46.454086,2
2024,12,21,Lesão Corporal,Barra Funda,-23.521322,-46.660319,1
2024,11,19,Roubo de Veículo,Campo Limpo,-23.615226,-46.750058,2
2022,2,11,Furto,Barra Funda,-23.52884,-46.667169,1
2024,11,17,Roubo,Capão Redondo,-23.667072,-46.756456,1
2022,4,1,Roubo,Jardins,-23.580766,-46.660742,1
2023,2,14,Roubo,Mooca,-23.567206,-46.593429,2
2022,8,19,Furto de Veículo,Campo Limpo,-23.614059,-46.751399,1
2022,8,18,Furto de Veículo,Itaquera,-23.545664,-46.461625,1
2024,7,5,Homicídio,Mooca,-23.559905,-46.604795,1
2024,9,8,Furto de Veículo,Guaianazes,-23.542783,-46.39749,1
2022,6,23,Roubo,Itaquera,-23.538309,-46.453656,1
2023,7,11,Furto,Penha,-23.527403,-46.530515,2
2024,11,16,Homicídio,Campo Limpo,-23.633618,-46.736299,2
2023,12,14,Furto,Sé,-23.545633,-46.626192,1
2023,9,14,Tráfico de Entorpecentes,Brás,-23.551093,-46.606145,2
2024,6,8,Furto,Centro,-23.544196,-46.639805,3
2024,4,9,Furto de Veículo,Guaianazes,-23.55481,-46.388963,1
2024,6,22,Roubo,Penha,-23.527203,-46.544837,1
2022,9,21,Lesão Corporal,Pirituba,-23.458973,-46.733722,3
2022,9,21,Roubo,Sé,-23.550177,-46.633997,2
2022,2,21,Tráfico de Entorpecentes,Casa Verde,-23.500578,-46.667671,1
2023,4,0,Furto de Veículo,Sé,-23.541004,-46.623627,1
2022,12,20,Furto,Centro,-23.544239,-46.638474,1
2022,6,19,Furto de Veículo,Barra Funda,-23.528399,-46.659588,1
2024,12,21,Furto,Cidade Tiradentes,-23.609194,-46.410819,3
2024,10,13,Roubo,Consolação,-23.562884,-46.663501,2
2024,11,12,Furto de Veículo,Itaquera,-23.542439,-46.452141,2
2023,3,7,Furto de Veículo,Liberdade,-23.558739,-46.633417,2
2023,4,19,Furto de Veículo,Barra Funda,-23.519268,-46.655842,1
2023,4,23,Furto de Veículo,Casa Verde,-23.496703,-46.645102,2
2023,1,19,Furto de Veículo,Guaianazes,-23.551231,-46.385005,1
2022,12,18,Tráfico de Entorpecentes,Cidade Tiradentes,-23.599841,-46.392722,1
2024,1,6,Furto,Itaquera,-23.533822,-46.458033,1
2023,10,14,Roubo,Santo Amaro,-23.64941,-46.703975,1
2022,6,14,Roubo,São Miguel,-23.489789,-46.437504,1
2023,7,9,Furto de Veículo,Liberdade,-23.560707,-46.624057,2
2024,4,20,Lesão Corporal,Capão Redondo,-23.68169,-46.753118,1
2024,7,13,Furto de Veículo,Pinheiros,-23.544704,-46.688925,1
2024,3,23,Furto,Capão Redondo,-23.675686,-46.749756,1
2024,11,18,Furto de Veículo,Sé,-23.535403,-46.63276,1
2022,6,4,Roubo de Veículo,Penha,-23.520515,-46.53991,1
2022,7,22,Roubo,Ipiranga,-23.592776,-46.592351,1
2023,7,20,Homicídio,Brás,-23.551887,-46.629163,3
2022,2,21,Furto,Penha,-23.530506,-46.556714,1
2022,9,13,Furto de Veículo,Centro,-23.533964,-46.631203,1
2022,3,15,Roubo,Centro,-23.5334,-46.641726,3
2024,3,17,Roubo,Vila Madalena,-23.555036,-46.696137,1
2023,7,13,Furto,Sacomã,-23.591055,-46.588094,1
2022,3,23,Furto,Itaquera,-23.527457,-46.438368,1
2024,5,19,Lesão Corporal,Itaquera,-23.521692,-46.447617,2
2024,4,3,Lesão Corporal,Pirituba,-23.467144,-46.749385,2
2022,11,19,Roubo,Pirituba,-23.461782,-46.732323,1
2024,9,10,Furto de Veículo,São Miguel,-23.507816,-46.436426,1
2023,10,9,Furto,Campo Limpo,-23.620778,-46.757046,3
2023,8,13,Roubo de Veículo,Sacomã,-23.598194,-46.58848,1
2024,9,16,Lesão Corporal,Mooca,-23.560058,-46.603759,3
2024,6,0,Tráfico de Entorpecentes,Itaquera,-23.53513,-46.444002,2
2023,3,16,Roubo,Itaquera,-23.534145,-46.465282,1
2024,12,18,Roubo,Itaquera,-23.550152,-46.44879,1
2022,9,21,Roubo,Itaquera,-23.513048,-46.461521,1
2024,10,9,Roubo,Brasilândia,-23.444659,-46.697579,1
2023,3,13,Roubo,Campo Limpo,-23.629185,-46.750498,3
2024,6,22,Lesão Corporal,São Miguel,-23.492312,-46.442771,1
2023,2,19,Tráfico de Entorpecentes,Santana,-23.484077,-46.635204,1
2024,2,22,Furto de Veículo,Casa Verde,-23.509987,-46.653035,1
2022,9,15,Roubo,Casa Verde,-23.49252,-46.671197,1
2024,6,19,Furto,Mooca,-23.542332,-46.605407,1
2024,8,16,Furto de Veículo,Brooklin,-23.619802,-46.683283,2
2022,3,16,Furto,Vila Guilherme,-23.515488,-46.612412,1
2024,9,12,Furto,Mooca,-23.546774,-46.609084,1
2024,11,17,Furto,Capão Redondo,-23.665611,-46.747218,1
2022,11,16,Furto de Veículo,Liberdade,-23.558256,-46.626875,1
2022,3,20,Furto de Veículo,Brasilândia,-23.414342,-46.693311,2
2024,8,12,Furto,Brasilândia,-23.438883,-46.70183,1
2023,8,21,Furto de Veículo,Cidade Tiradentes,-23.613956,-46.410246,1
2024,6,21,Tráfico de Entorpecentes,Cidade Tiradentes,-23.596458,-46.397804,1
2023,4,12,Roubo,Brasilândia,-23.434458,-46.682237,1
2023,11,13,Furto,Casa Verde,-23.501608,-46.651973,1
2022,11,19,Lesão Corporal,Campo Limpo,-23.630701,-46.762711,1
2023,11,16,Furto,Pinheiros,-23.566803,-46.669404,1
2023,5,15,Roubo,Sé,-23.558088,-46.628319,1
2023,1,22,Roubo,Centro,-23.552622,-46.643595,3
2024,9,8,Roubo,Barra Funda,-23.518024,-46.651037,2
2024,12,11,Roubo,Lapa,-23.523159,-46.68224,1
2022,6,23,Roubo,Vila Guilherme,-23.511832,-46.627095,1
2022,1,14,Roubo de Veículo,Liberdade,-23.560071,-46.623137,1
2024,8,13,Furto de Veículo,Brasilândia,-23.433309,-46.708468,3
2024,6,18,Roubo,Capão Redondo,-23.658552,-46.742347,3
2023,9,23,Roubo,Centro,-23.549781,-46.636734,1
2023,1,18,Furto,Centro,-23.539686,-46.626846,3
2023,10,9,Furto,Mooca,-23.550563,-46.598442,1
2023,4,3,Roubo,Consolação,-23.554377,-46.65334,2
2022,5,23,Roubo,Brasilândia,-23.429484,-46.691183,1
2023,11,12,Furto,Penha,-23.515943,-46.551758,1
2022,9,8,Roubo,Consolação,-23.553014,-46.657336,2
2023,1,19,Furto,Vila Guilherme,-23.518256,-46.593815,2
2024,5,11,Furto,Itaim Bibi,-23.593105,-46.68059,1
2023,3,14,Furto,Ipiranga,-23.588347,-46.598359,1
2022,3,20,Furto,Mooca,-23.557799,-46.60234,1
2024,3,19,Roubo de Veículo,Cidade Tiradentes,-23.602917,-46.385049,1
2022,9,23,Furto,Mooca,-23.55196,-46.605932,1
2024,4,4,Furto,Penha,-23.515893,-46.541012,2
2023,2,13,Furto de Veículo,Lapa,-23.522541,-46.709669,1
2024,9,6,Roubo de Veículo,Brás,-23.550468,-46.608155,2
2022,3,22,Furto,Brasilândia,-23.43638,-46.702987,1
2022,5,15,Furto de Veículo,Ipiranga,-23.585378,-46.615692,2
2024,4,12,Furto,Mooca,-23.553192,-46.599559,1
2022,4,9,Roubo de Veículo,São Miguel,-23.487946,-46.440075,1
2022,2,18,Furto de Veículo,Ipiranga,-23.598371,-46.603781,1
2024,12,8,Lesão Corporal,Centro,-23.54936,-46.62996,1
2022,11,17,Roubo de Veículo,Guaianazes,-23.551284,-46.393779,1
2023,1,13,Furto de Veículo,Pirituba,-23.473001,-46.733592,1
2023,2,21,Furto,Mooca,-23.556172,-46.611957,1
2022,12,2,Furto de Veículo,Sé,-23.543544,-46.627553,1
2022,7,16,Furto de Veículo,Vila Madalena,-23.556434,-46.693167,1
2022,1,11,Roubo de Veículo,Santana,-23.498216,-46.618293,1
2024,12,17,Furto,Consolação,-23.563615,-46.658312,2
2022,3,0,Roubo,Penha,-23.524978,-46.536215,2
2024,1,21,Roubo,Penha,-23.524905,-46.547606,2
2024,7,14,Furto de Veículo,Santana,-23.501534,-46.62478,1
2024,4,10,Furto de Veículo,Lapa,-23.52284,-46.710271,1
2024,3,9,Roubo,Guaianazes,-23.553475,-46.380847,1
2024,3,13,Lesão Corporal,Capão Redondo,-23.655893,-46.754358,1
2022,2,16,Furto,São Miguel,-23.493325,-46.438492,1
2022,3,1,Furto,Centro,-23.546899,-46.62434,1
2024,2,18,Furto de Veículo,Liberdade,-23.560947,-46.648407,1
2024,11,4,Furto de Veículo,Vila Madalena,-23.549809,-46.694953,3
2024,9,16,Furto,Capão Redondo,-23.67178,-46.751176,1
2022,2,9,Furto,Capão Redondo,-23.674444,-46.758725,2
2023,4,9,Roubo,Ipiranga,-23.572697,-46.610694,1
2023,2,8,Lesão Corporal,Cidade Tiradentes,-23.59371,-46.402471,1
2022,10,9,Roubo de Veículo,Campo Limpo,-23.630624,-46.754119,1
2024,7,11,Roubo,Penha,-23.519338,-46.54533,1
2023,8,19,Furto,Mooca,-23.548695,-46.59622,2
2023,4,16,Roubo de Veículo,Bela Vista,-23.561241,-46.652418,1
2023,9,8,Tráfico de Entorpecentes,Sé,-23.562263,-46.624292,1
2024,8,19,Roubo,Penha,-23.526038,-46.538487,2
2024,5,18,Furto de Veículo,Centro,-23.548722,-46.641555,3
2023,4,18,Furto,Santana,-23.496114,-46.643204,1
2022,11,10,Roubo,Casa Verde,-23.491871,-46.64974,1
2023,9,19,Furto,Mooca,-23.548229,-46.5952,1
2023,7,15,Furto,Brasilândia,-23.434141,-46.693126,1
2024,9,19,Furto,Santo Amaro,-23.636033,-46.720534,1
2024,4,12,Furto de Veículo,Centro,-23.556926,-46.638369,1
2022,12,23,Furto,São Miguel,-23.48998,-46.454439,1
2024,4,10,Roubo,Consolação,-23.545748,-46.642741,1
2022,2,16,Furto,Lapa,-23.537464,-46.69089,1
2022,9,5,Furto,Capão Redondo,-23.672791,-46.754959,1
2023,6,18,Lesão Corporal,Ipiranga,-23.579039,-46.610869,1
2024,8,21,Furto,Sacomã,-23.591982,-46.598303,1
2022,2,14,Tráfico de Entorpecentes,Guaianazes,-23.552631,-46.394106,1
2024,12,4,Roubo,Campo Limpo,-23.640091,-46.752093,1
2022,8,8,Furto,Consolação,-23.538152,-46.65954,2
2022,7,8,Lesão Corporal,São Miguel,-23.486404,-46.449196,1
2022,12,21,Roubo,Brooklin,-23.61141,-46.694907,1
2024,9,3,Roubo,Itaquera,-23.53879,-46.446263,1
2024,10,2,Furto de Veículo,Brasilândia,-23.446082,-46.696957,1
2022,8,3,Furto,Casa Verde,-23.504269,-46.662723,3
2022,12,8,Furto,Vila Guilherme,-23.509532,-46.624841,3
2023,5,16,Lesão Corporal,Cidade Tiradentes,-23.596551,-46.381994,2
2024,3,17,Furto,Centro,-23.553655,-46.650089,2
2023,4,18,Roubo,Penha,-23.525429,-46.551336,3
2024,4,17,Lesão Corporal,Campo Limpo,-23.631756,-46.76003,1
2023,2,20,Furto,Brasilândia,-23.43113,-46.711632,2
2023,8,21,Furto de Veículo,Liberdade,-23.57435,-46.637817,2
2022,7,20,Furto,Brasilândia,-23.42421,-46.687278,1
2022,4,18,Roubo,Campo Limpo,-23.632866,-46.745256,1
2024,4,0,Roubo de Veículo,Santana,-23.493392,-46.622581,2
2024,1,17,Roubo,Guaianazes,-23.556523,-46.383076,1
2022,11,10,Roubo,Consolação,-23.564146,-46.648273,2
2022,8,14,Furto,Campo Limpo,-23.634051,-46.766909,2
2023,9,3,Furto,Liberdade,-23.566891,-46.642984,2
2022,8,18,Roubo,Pinheiros,-23.566771,-46.685618,1
